Conditions,start_year,Conditions_total,start_year_total
Opioid Tolerance|Pain,2008,1,226
Opioid Use,2017,1,332
Opioid Use Disorder,2013,1,284
Opioid Use Disorder (OUD)|Chronic Pain,2018,1,279
Opioid Use Disorder|Chronic Pain,2015,1,318
"Opioid Use, Unspecified",2012,1,300
"Opioid Use, Unspecified",2016,2,316
Opioid Use|Marijuana|Chronic Pain|HIV/AIDS,2018,1,279
"Opioid Use|Pain, Postoperative",2017,1,332
Opioid Use|Postpartum Disorder|Chronic Pain Syndrome,2019,1,8
Opioid-induced Constipation,2006,1,194
Opioid-induced Constipation,2007,1,200
Opioid-induced Constipation,2010,1,234
Opioid-induced Constipation,2011,1,283
Opioid-induced Constipation,2013,3,284
Opioid-Induced Constipation,2009,1,251
Opioid-Induced Constipation,2010,1,234
Opioid-Induced Constipation,2011,1,283
Opioid-Induced Constipation,2014,1,328
Opioid-Induced Constipation (OIC),2011,4,283
Opioid-Related Disorders|Chronic Pain,2015,1,318
"Opioid-Related Disorders|Dependency (Psychology)|Pain, Chronic|Opiate Withdrawal Syndrome",2018,1,279
Opioid-Related Disorders|Opiate Addiction|Narcotic Abuse|Drug Abuse,2017,1,332
"Opioid-Related Disorders|Pain, Acute|Pain, Postoperative",2017,2,332
"Opioid-Related Disorders|Pain, Chronic",2017,1,332
Opioid-use Disorder|Chronic Pain,2018,1,279
Optic Neuritis,2016,1,316
Oral Lichen Planus,2005,1,136
Oral Mucositis,2018,1,279
Oral Sedation and Cervical Dilator Pain,2017,1,332
Oral Surgical Procedures|Pain,2008,1,226
Oropharyngeal Cancer|Squamous Cell Carcinoma to the Head and Neck,2014,1,328
Oropharynx Cancer,2017,1,332
Orthodontic Pain,2007,1,200
Orthognathic Surgery,2018,1,279
Orthopaedic Related Pain (Musculoskeletal Pain),2016,1,316
Orthopedic/Podiatry Procedures,2009,1,251
Orthostatic Hypotension|Parkinson's Disease,2010,1,234
Osteo Arthritis Knee,2017,1,332
Osteo Arthritis Knee,2018,2,279
Osteoarthritis,2005,3,136
Osteoarthritis,2006,11,194
Osteoarthritis,2007,7,200
Osteoarthritis,2008,2,226
Osteoarthritis,2009,5,251
Osteoarthritis,2010,5,234
Osteoarthritis,2011,2,283
Osteoarthritis,2012,6,300
Osteoarthritis,2013,3,284
Osteoarthritis,2014,3,328
Osteoarthritis,2015,8,318
Osteoarthritis,2016,5,316
Osteoarthritis (Knee),2014,1,328
Osteoarthritis (OA),2014,1,328
Osteoarthritis Knee Pain,2006,1,194
Osteoarthritis Knee Pain,2007,1,200
Osteoarthritis Knee Pain,2008,1,226
Osteoarthritis Knee Pain,2009,2,251
Osteoarthritis of Hip|Regional Anesthesia|Other Acute Postoperative Pain|Total Hip Arthroplasty|Peripheral Nerve Block|Lumbar Plexus Nerve Block|Parasacaral (Sciatic) Nerve Block,2014,1,328
Osteoarthritis Of Knee,2017,1,332
Osteoarthritis of Knee|Edema|Wounds and Injuries,2016,1,316
Osteoarthritis of the Hip,2011,1,283
Osteoarthritis of the Hip,2014,1,328
Osteoarthritis of the Knee,2006,1,194
Osteoarthritis of the Knee,2007,3,200
Osteoarthritis of the Knee,2009,3,251
Osteoarthritis of the Knee,2010,1,234
Osteoarthritis of the Knee,2011,2,283
Osteoarthritis of the Knee,2012,3,300
Osteoarthritis of the Knee,2013,3,284
Osteoarthritis of the Knee,2014,4,328
Osteoarthritis of the Knee,2015,5,318
Osteoarthritis of the Knee,2017,3,332
Osteoarthritis of the Knee or Hip,2016,1,316
Osteoarthritis of the Knee|Coagulopathy,2012,1,300
Osteoarthritis of the Knee|Insomnia|Knee Pain,2013,1,284
Osteoarthritis of the Knee|Type 2 Diabetes Mellitus,2016,1,316
Osteoarthritis of the Shoulder|Osteoarthritis of the Hip,2017,1,332
Osteoarthritis Pain of the Knee,2016,1,316
Osteoarthritis Pain|Chronic Low Back Pain|Pain Due to Interstitial Cystitis,2009,1,251
"Osteoarthritis, Hip",2007,1,200
"Osteoarthritis, Hip",2017,2,332
"Osteoarthritis, Hip",2018,1,279
"Osteoarthritis, Hip|Hip Disease|Hip Osteoarthritis|Joint Pain",2018,1,279
"Osteoarthritis, Hip|Osteoarthritis, Knee|Arthritis|Joint Diseases|Musculoskeletal Diseases|Rheumatic Diseases",2016,1,316
"Osteoarthritis, Hip|Osteoarthritis, Knee|Lower Back Pain|Pain",2006,1,194
"Osteoarthritis, Knee",2005,1,136
"Osteoarthritis, Knee",2006,2,194
"Osteoarthritis, Knee",2008,2,226
"Osteoarthritis, Knee",2009,2,251
"Osteoarthritis, Knee",2010,2,234
"Osteoarthritis, Knee",2011,3,283
"Osteoarthritis, Knee",2013,1,284
"Osteoarthritis, Knee",2014,3,328
"Osteoarthritis, Knee",2015,2,318
"Osteoarthritis, Knee",2016,2,316
"Osteoarthritis, Knee",2017,1,332
"Osteoarthritis, Knee",2018,5,279
"Osteoarthritis, Knee|Arthritis|Pain",2012,1,300
"Osteoarthritis, Knee|Dementia",2008,1,226
"Osteoarthritis, Knee|Knee Osteoarthritis|Knee Arthritis|Knee Pain Chronic",2017,1,332
"Osteoarthritis, Knee|Knee Pain",2018,1,279
"Osteoarthritis, Knee|Osteoarthritis, Hip",2005,1,136
"Osteoarthritis, Knee|Osteoarthritis, Hip",2015,1,318
"Osteoarthritis, Knee|Osteoarthritis, Hip",2017,2,332
"Osteoarthritis, Knee|Osteoarthritis, Hip|Chronic Low Back Pain",2012,1,300
"Osteoarthritis, Knee|Osteoarthritis, Hip|Osteoarthritis, Shoulder",2014,1,328
"Osteoarthritis, Knee|Pain",2012,1,300
"Osteoarthritis, Knee|Pain",2013,1,284
"Osteoarthritis, Knee|Pain",2018,1,279
"Osteoarthritis, Knee|Pain, Knee",2018,1,279
"Osteoarthritis, Knee|Pain|Nerve; Lesion",2015,1,318
"Osteoarthritis, Knee|Pain|Physical Activity|Mitochondrial Pathology",2018,1,279
"Osteoarthritis, Knee|Quality of Life|Poor Quality Sleep|Physical Impairment",2011,1,283
"Osteoarthritis|Arthritis, Rheumatoid|Arthritis, Psoriatic",2018,1,279
Osteoarthritis|Arthritis|Pain,2010,1,234
"Osteoarthritis|Arthropathy|Shoulder Pain|Closed Fracture Proximal Humerus, Four Part",2016,1,316
Osteoarthritis|Arthroplasty,2016,1,316
Osteoarthritis|Cancer Pain|Recurrent Low Back Pain,2017,1,332
Osteoarthritis|Chronic Pain,2006,1,194
Osteoarthritis|Chronic Pain,2011,1,283
Osteoarthritis|Degenerative Joint Disease,2016,1,316
Osteoarthritis|Knee Pain,2006,1,194
Osteoarthritis|Low Back Pain,2011,1,283
Osteoarthritis|OA Knee Pain|Arthritis,2006,1,194
"Osteoarthritis|Osteoarthritis, Hip|Osteoarthritis, Knee|Pain|Arthralgia|Joint Pain",2009,1,251
"Osteoarthritis|Osteoarthritis, Knee|Arthritis, Degenerative|Osteoarthrosis|Osteoarthrosis Deformans",2015,1,318
"Osteoarthritis|Osteoarthritis, Knee|Pain|Arthralgia|Joint Pain",2010,1,234
Osteoarthritis|Pain,2006,1,194
Osteoarthritis|Pain,2010,1,234
Osteoarthritis|Pain,2014,2,328
Osteoarthritis|Pain,2015,4,318
"Osteoarthritis|Pain, Postoperative",2015,1,318
Osteoarthritis|Postoperative Pain,2007,1,200
Osteoarthritis|Postoperative Pain,2010,1,234
Osteoarthritis|Rheumatoid Arthritis,2014,1,328
"Osteoarthritis|Rheumatoid Arthritis|Ankylosing Spondylitis|Other Arthritic Conditions (e.g., Psoriatic Arthritis)",2011,1,283
Osteoarthritis|Rheumatoid Arthritis|Chronic Low Back Pain|Chronic Regional Pain Syndrome|Chronic Soft Tissue Pain,2007,1,200
Osteoarthritis|Rheumatoid Arthritis|Chronic Low Back Pain|Chronic Regional Pain Syndrome|Chronic Soft Tissue Pain,2009,1,251
Osteoarthritis|Rheumatoid Nodule|Degenerative Joint Disease|Tendinopathy|Tendinosis|Back Pain,2017,1,332
Osteoarthritis|Shoulder Pain,2014,1,328
Osteoarthritis|Tendinitis|Sports Injury|Degenerative Disc Disease|Degenerative Arthritis|Ligament Injury|Neuropathy|Pelvic Pain,2017,1,332
Osteoarthritis|Total Hip Arthroplasty,2018,1,279
Osteopathic Manipulation|Low Back Pain|Biomarkers,2017,1,332
"Osteoporosis, Postmenopausal|Back Pain|Spinal Fracture",2006,1,194
Other Abortion|Spontaneous Abortion,2016,1,316
Other Acute Pain,2011,1,283
Other Acute Pain|Chronic Pain,2008,1,226
Other Acute Pain|Pain Experienced During Cystoscopy,2013,1,284
Other Acute Postoperative Pain,2011,1,283
Other Acute Postoperative Pain,2012,2,300
Other Chronic Postoperative Pain,2010,1,234
Other Specified Pregnancy-Related Conditions,2018,1,279
Otitis Media,2010,1,234
Outpatient Breast Surgery|Mastopexy|Augmentation|Revision,2017,1,332
"Outpatient Surgery|Pain, Postoperative",2018,1,279
Ovarian Neoplasms|Endometriosis|Pelvic Pain|Uterine Neoplasms,2005,1,136
"Overactive Bladder|Renal Colic|Pain, Postoperative",2009,1,251
"Overactive Bladder|Urinary Urge Incontinence|Urinary Bladder, Neurogenic|Painful Bladder Syndrome",2015,1,318
Overuse Injury|Repetitive Strain Injury,2008,1,226
Overweight and Obesity,2017,1,332
Pacemaker Insertion|Regional Block|Pain,2011,1,283
Pain,2005,24,136
Pain,2006,25,194
Pain,2007,25,200
Pain,2008,37,226
Pain,2009,28,251
Pain,2010,29,234
Pain,2011,44,283
Pain,2012,23,300
Pain,2013,46,284
Pain,2014,47,328
Pain,2015,32,318
Pain,2016,39,316
Pain,2017,19,332
Pain,2018,13,279
Pain,2020,1,1
PAIN,2008,1,226
"Pain (Visceral, Somatic, or Neuropathic)",2016,1,316
Pain Acute|Acupuncture,2017,1,332
Pain After Carpal Tunnel Release,2015,1,318
Pain and Anterior Cruciate Ligament Reconstruction,2018,1,279
Pain and Anxiety Management,2016,1,316
Pain Associated With Epidural Needle Insertion,2007,1,200
Pain Associated With Fibromyalgia,2014,3,328
Pain Associated With Fibromyalgia,2015,1,318
Pain Catastrophizing|Primary Dysmenorrhea,2016,1,316
Pain Control,2009,1,251
Pain Control After Functional Endoscopic Sinus Surgery and Septoplasty,2018,1,279
Pain Control During Intravitreal Injections,2017,1,332
Pain Control for Intrauterine Device Insertions,2010,1,234
Pain Control With IUD Insertion,2012,1,300
Pain Disorder|Sensory Deficit,2010,1,234
Pain Due to Certain Specified Procedures,2014,1,328
Pain Due to Intrauterine Contraceptive Device,2014,1,328
Pain During and After Endovenous Laser Obliteration of Large Saphenous Vein Based on Lidocaine Tumescent Concentration,2014,1,328
Pain During ROP Exam,2014,1,328
Pain Dysfunction|Sleep Disturbance|Osteoarthritis,2009,1,251
Pain Following Thoracotomy Surgery,2014,1,328
Pain From Free Gingival Graft,2015,1,318
Pain From Heel Sticks,2017,1,332
Pain Inhibition and Facilitation in Post Partum Women,2013,1,284
Pain Interference|Depression|Antiretroviral Adherence,2012,1,300
Pain Management,2008,1,226
Pain Management,2011,1,283
Pain Management,2014,1,328
Pain Management,2015,2,318
Pain Management,2017,5,332
Pain Management,2018,1,279
Pain Management After Breast Biopsy,2013,1,284
Pain Management in Pregnant Women,2014,1,328
Pain Management in Terminally Ill Patients Receiving Scheduled Opioid Therapy,2017,1,332
Pain Management Strategies in Liver Resection Surgery,2014,1,328
"Pain Management, Cervical Preparation",2016,1,316
Pain Management|Analgesia|Anesthetic,2017,1,332
Pain Management|Cancer Pain,2016,1,316
Pain Management|Function|Minimally Invasive Total Knee Arthroplasty|Celecoxib,2007,1,200
Pain Management|Simulation|Training|Ultrasonography,2012,1,300
Pain Management|Spinal Fusion|Scoliosis,2008,1,226
Pain Management|Traditional Chinese Medicine,2010,1,234
Pain Measurement,2010,1,234
"Pain Measurement|Assessment, Pain",2011,1,283
Pain of Anesthesia at Breast Biopsy,2014,1,328
Pain on IV Injection of Propofol.,2014,1,328
Pain on Propofol IV Injection,2012,1,300
Pain Perception|Phlebotomy,2015,1,318
Pain Related to Cancer|Cancer of Head and Neck,2018,1,279
Pain Relief,2005,1,136
Pain Relief|Adverse Events,2006,1,194
Pain Relief|Analgesia,2011,1,283
Pain Response,2013,1,284
Pain Resulting From Bone Metastases,2013,1,284
Pain Threshold|Mood,2008,1,226
Pain Uterus,2017,1,332
"Pain, Acute",2013,1,284
"Pain, Acute",2014,1,328
"Pain, Acute",2016,1,316
"Pain, Acute",2017,3,332
"Pain, Acute",2018,1,279
"Pain, Acute|Nausea|Vomiting, Postoperative|Opioid Use|Satisfaction",2017,1,332
"Pain, Acute|Pain, Chronic",2018,1,279
"Pain, Acute|Pain, Neuropathic|Analgesia|Aerobic Exercise|Exercise Training",2018,1,279
"Pain, Burning|Pain, Crushing|Pain, Migratory|Pain, Radiating|Pain, Splitting",2009,1,251
"Pain, Chronic",2017,2,332
"Pain, Chronic",2018,2,279
"Pain, Chronic|Communication Research|Opioid Use",2018,1,279
"Pain, Chronic|Musculoskeletal Pain|Low Back Pain|Neck Pain",2017,1,332
"Pain, Chronic|Negative Emotions",2017,1,332
"Pain, Chronic|Opioid Use",2017,1,332
"Pain, Chronic|Pain Acute",2017,1,332
"Pain, Chronic|Pain, Radiating|Pain, Back|Pain Syndrome",2017,1,332
"Pain, Fracture, Sprain",2008,1,226
"Pain, Head|Pain Syndrome|Temporomandibular Disorder|Myofascial Pain Syndrome|Myofascial Pain",2018,1,279
"Pain, Intractable",2010,1,234
"Pain, Intractable",2015,1,318
"Pain, Intractable|Breakthrough Pain|Chronic Pain",2016,1,316
"Pain, Intractable|Pain, Back",2017,1,332
"Pain, Migraine",2010,1,234
"Pain, Obstetric",2018,1,279
"Pain, Phantom|Pain, Neuropathic",2013,1,284
"Pain, Post-operative",2010,1,234
"Pain, Post-operative",2014,2,328
"Pain, Post-operative",2015,1,318
"Pain, Post-operative",2016,3,316
"Pain, Post-operative",2017,1,332
"Pain, Post-operative",2018,1,279
"Pain, Postoperative",2005,1,136
"Pain, Postoperative",2006,6,194
"Pain, Postoperative",2007,2,200
"Pain, Postoperative",2008,4,226
"Pain, Postoperative",2009,1,251
"Pain, Postoperative",2010,3,234
"Pain, Postoperative",2011,6,283
"Pain, Postoperative",2012,6,300
"Pain, Postoperative",2013,4,284
"Pain, Postoperative",2014,4,328
"Pain, Postoperative",2015,15,318
"Pain, Postoperative",2016,8,316
"Pain, Postoperative",2017,15,332
"Pain, Postoperative",2018,9,279
"Pain, Postoperative",2019,1,8
"Pain, Postoperative|Acute Pain|Facial Pain",2017,1,332
"Pain, Postoperative|Anesthesia, Local|Opioid Use",2018,1,279
"Pain, Postoperative|Ankle Fractures",2016,1,316
"Pain, Postoperative|Arthroplasty, Replacement, Knee|Osteoarthritis",2015,1,318
"Pain, Postoperative|Atrial Fibrillation|Cognitive Dysfunction",2017,1,332
"Pain, Postoperative|Breast Cancer|Opioid Use|Surgery",2018,1,279
"Pain, Postoperative|Bunion",2011,1,283
"Pain, Postoperative|Bunion",2012,1,300
"Pain, Postoperative|Chronic Pain",2010,1,234
"Pain, Postoperative|Delirium|Anesthesia, Local",2018,1,279
"Pain, Postoperative|Femur Fracture",2015,1,318
"Pain, Postoperative|Hernia, Inguinal",2008,1,226
"Pain, Postoperative|Hysterectomy|Narcotic Use|Cryotherapy Effect",2018,1,279
"Pain, Postoperative|Infant Behavior",2011,1,283
"Pain, Postoperative|Irritation (Physical)|Pelvic Pain",2011,1,283
"Pain, Postoperative|Lung Cancer",2015,1,318
"Pain, Postoperative|Major Abdominal Surgery",2016,1,316
"Pain, Postoperative|Medication Adherence|Opioid Use|Knowledge, Attitudes, Practice|Risk Reduction Behavior",2017,1,332
"Pain, Postoperative|Morbid Obesity",2007,1,200
"Pain, Postoperative|Music Therapy",2017,1,332
"Pain, Postoperative|Obesity|Respiratory Insufficiency",2018,1,279
"Pain, Postoperative|Opioid Use",2017,1,332
"Pain, Postoperative|Opioid Use",2018,2,279
"Pain, Postoperative|Otitis Media",2015,1,318
"Pain, Postoperative|Pain, Chronic",2012,1,300
"Pain, Postoperative|Pain|Shoulder Joint|Pathologic Processes",2014,1,328
"Pain, Postoperative|Pelvic Organ Prolapse",2017,1,332
"Pain, Postoperative|Postoperative Hemorrhage",2015,1,318
"Pain, Postoperative|Postoperative Nausea and Vomiting",2012,2,300
"Pain, Postoperative|Postoperative Nausea and Vomiting|Postoperative Hemorrhage|Body Weight Changes",2016,1,316
"Pain, Postoperative|Postoperative Nausea and Vomiting|Scoliosis",2011,1,283
"Pain, Postoperative|Postoperative Pain",2011,1,283
"Pain, Postoperative|Postoperative Pain|Abdominal Pain|Obesity|Pneumoperitoneum",2006,1,194
"Pain, Postoperative|Satisfaction",2018,1,279
"Pain, Postoperative|Shoulder Osteoarthritis",2018,1,279
"Pain, Postoperative|Surgical Procedure, Unspecified",2015,1,318
"Pain, Postoperative|Tooth Diseases",2013,1,284
"Pain, Postoperative|Total Knee Arthroplasty (TKA)",2015,1,318
"Pain, Procedural|Distress, Procedural|Venipuncture",2017,1,332
"Pain, Radiating",2014,1,328
"Pain, Sciatic Block",2012,1,300
Pain; Dialysis Catheter,2013,1,284
"Pain/Cancer|Pain, Intractable",2008,1,226
Pain|Acute Otitis Media,2013,1,284
Pain|Acute Otitis Media,2017,1,332
Pain|Acute Pain,2016,1,316
Pain|Acute Pain|Postoperative Pain,2016,1,316
Pain|Advanced Cancer,2010,1,234
Pain|Advanced Cancer,2011,2,283
Pain|Alcohol Drinking|Acute Pain|Drinking Behavior,2017,1,332
"Pain|Analgesia|Hernia, Inguinal",2008,1,226
Pain|Anesthesia|Labor Pain,2018,1,279
Pain|Ankle Injuries,2015,1,318
Pain|Ankle Sprain,2011,1,283
Pain|Anxiety,2007,1,200
Pain|Anxiety,2009,1,251
Pain|Anxiety,2011,1,283
Pain|Anxiety,2013,3,284
Pain|Anxiety,2015,1,318
Pain|Anxiety,2016,1,316
Pain|Anxiety,2017,2,332
Pain|Anxiety,2018,1,279
Pain|Anxiety|Depression,2010,1,234
Pain|Anxiety|Depression|Quality of Life,2016,1,316
Pain|Anxiety|Depression|Quality of Life,2017,1,332
Pain|Anxiety|Nausea,2013,1,284
Pain|Anxiety|Stress,2010,1,234
Pain|Arthritis,2009,1,251
Pain|Autonomic Dysreflexia,2013,1,284
Pain|Back Pain,2008,1,226
Pain|Back Pain|Low Back Pain|Back Pain With Radiation,2009,1,251
Pain|Bone Neoplasm|Neoplasm Metastasis,2005,2,136
Pain|Breakthrough Cancer Pain,2012,1,300
Pain|Breast Cancer,2012,1,300
Pain|Breast Cancer|Lung Cancer,2010,1,234
Pain|Breastfeeding,2010,1,234
Pain|Burn,2011,1,283
Pain|Burn,2015,1,318
Pain|Burn Injury,2010,1,234
Pain|Burn Injury,2011,1,283
Pain|Cancer,2005,4,136
Pain|Cancer,2006,2,194
Pain|Cancer,2007,1,200
Pain|Cancer,2010,1,234
Pain|Cancer|Colonic Diseases,2013,1,284
Pain|Cancer|Sickle Cell Anemia|Severe Burns,2006,1,194
Pain|Cesarean Section,2014,1,328
Pain|Chronic Back Pain|Chronic Low Back Pain|Osteoarthritis Pain In The Hip or Knee,2012,1,300
Pain|Chronic Disease|Depression,2006,1,194
Pain|Chronic Pain,2015,1,318
Pain|Chronic Pain|Back Pain,2006,1,194
"Pain|Chronic Pain|Back Pain|Nociceptive Pain|Neuropathic Pain|Musculoskeletal Pain|Neck Pain|Pain, Intractable",2014,1,328
Pain|Chronic Pain|Breakthrough Pain,2006,1,194
Pain|Chronic Pain|Hyperalgesia,2008,1,226
"Pain|Chronic Pain|Mental Disorders|Cardiovascular Diseases|Diabetes Mellitus, Type 2|Arthritis",2014,1,328
Pain|Chronic Pain|Opioid Dependence|Opioid Use,2017,1,332
Pain|Chronic Pain|Opioid Use,2017,1,332
Pain|Chronic Pain|Physical Activity,2017,1,332
Pain|Circumcision,2015,1,318
Pain|Colorectal Adenomas|Colorectal Cancer,2013,3,284
Pain|Constipation|Nausea|Vomiting,2010,1,234
Pain|CYP2D6 Polymorphism,2016,1,316
Pain|Delayed Onset Muscle Soreness,2014,1,328
Pain|Delayed Onset Muscle Soreness,2015,1,318
Pain|Depression|Anxiety|Musculoskeletal|Fibromyalgia,2014,1,328
Pain|Depression|Substance Use,2012,1,300
Pain|Diabetic Neuropathies,2006,1,194
Pain|Diabetic Neuropathy,2005,1,136
Pain|Diabetic Neuropathy,2009,1,251
Pain|Drug Overdose|Opioid Use Disorders,2016,1,316
Pain|Fatigue,2009,1,251
Pain|Fatigue|Sleep Disturbance|Cancer,2009,1,251
Pain|Fatigue|Sleep Disturbance|Cancer,2013,1,284
Pain|Fever,2007,1,200
Pain|Fever,2008,1,226
Pain|Fever,2011,1,283
Pain|Fever,2017,2,332
Pain|Fever|Hepatotoxicity,2008,1,226
Pain|Fracture,2013,1,284
Pain|Headache,2014,1,328
"Pain|Heart Failure, Congestive|Signs and Symptoms",2005,1,136
Pain|Hernia,2018,1,279
Pain|Hip Fracture,2011,1,283
Pain|Hip Fractures,2008,1,226
Pain|Hyperalgesia,2005,1,136
Pain|Hypoglycemia,2015,1,318
Pain|Hypogonadism,2006,2,194
Pain|Inflammation,2006,1,194
Pain|Inflammation,2009,1,251
Pain|Inflammation,2010,2,234
Pain|Inflammation,2011,1,283
Pain|Inflammation,2013,1,284
Pain|Inflammation,2018,1,279
Pain|Inflammation|Cataract,2011,1,283
Pain|Inguinal Hernia,2012,1,300
Pain|Insomnia|Depression|Anxiety,2017,1,332
Pain|Joint Stiffness,2015,1,318
Pain|Local Anesthesia for Peripheral Intravenous Catheterization,2013,1,284
Pain|Low Back 'Spine Fusion' Surgery,2010,1,234
Pain|Low Back Pain,2010,1,234
Pain|Low Back Pain,2012,1,300
Pain|Low Back Pain|Leg Pain,2007,1,200
Pain|Low Back Pain|Osteoarthritis|Neuropathic Pain,2011,1,283
Pain|Migraine,2017,1,332
Pain|Migraine Disorders,2011,1,283
Pain|Morphine Adverse Reaction,2013,1,284
Pain|Nausea,2008,1,226
Pain|Nausea,2016,1,316
Pain|Nausea|Vomiting,2013,1,284
Pain|Nausea|Vomiting,2014,2,328
Pain|Neoplasm Metastasis,2011,1,283
Pain|Neoplasm Metastasis,2016,1,316
Pain|Neoplasm|Cancer,2007,1,200
"Pain|Neuralgia, Postherpetic|Neuralgia|Mononeuropathies",2009,1,251
Pain|Obesity,2010,1,234
Pain|Obesity|Hypoxia,2013,1,284
Pain|Obesity|Surgery,2010,1,234
Pain|Opiate,2009,1,251
Pain|Opiate Addiction,2010,1,234
Pain|Opiates|Alcohol Drinking,2014,1,328
Pain|Opioid Abuse|Pregnancy,2016,1,316
Pain|Opioid Use,2017,1,332
"Pain|Opioid Use, Unspecified, Uncomplicated",2011,1,283
Pain|Opioid Use|Intraoperative Complications,2018,1,279
Pain|Osteoarthritis,2011,2,283
Pain|Osteoarthritis,2013,1,284
Pain|Osteoarthritis,2015,2,318
Pain|Osteoarthritis,2016,1,316
"Pain|Osteoarthritis, Knee",2005,1,136
Pain|Osteoarthritis|Low Back Pain,2007,1,200
